UpdatedAt,Country,CountryCode,State,StateCode,City,CityID,Latitude,Longitude,WeatherCondition,WeatherDescription,WeatherCode,Temperature,FeelsLike,TempMin,TempMax,Pressure,Humidity,SeaLevel,GroundLevel,WindSpeed,WindDirection,WindGust,CloudCoverage,Visibility,AQI,CO,NO,NO2,O3,SO2,PM25,PM10,NH3,CreatedAt,Source,Date,AQI_Category
2025-07-22 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,15.79,17.33,14,27,1003,61,1019,1004,6.39,235,10.42,69,7829,64,216.65,12.04,53.86,37.03,21.08,35.84,45.52,8.27,2025-07-22 12:00:00,OpenWeather,2025-07-22,Satisfactory
2025-07-23 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,15.28,16.32,14,27,1005,52,1005,991,2.56,193,10.83,73,8457,29,1437.47,19.25,34.52,39.16,10.5,13.92,19.35,3.69,2025-07-23 12:00:00,OpenWeather,2025-07-23,Good
2025-07-24 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,20.64,21.23,14,27,1014,72,1001,999,1.83,84,9.17,89,9634,42,348.3,2.62,37.42,69.91,17.08,18.48,29.38,10.08,2025-07-24 12:00:00,OpenWeather,2025-07-24,Good
2025-07-25 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,18.18,18.05,14,27,1022,53,1014,993,6.93,350,1.46,70,9339,46,610.23,15.05,14.89,27.6,14.21,19.32,27.43,6.5,2025-07-25 12:00:00,OpenWeather,2025-07-25,Good
2025-07-26 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Mist,mist,701,15.65,15.16,14,27,1010,55,1000,1004,7.21,348,7.86,78,2348,57,1170.9,10.91,56.68,11.81,24.4,30.78,42.48,3.27,2025-07-26 12:00:00,OpenWeather,2025-07-26,Satisfactory
2025-07-27 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clouds,few clouds,801,20.32,18.7,14,27,1012,62,1009,1008,2.25,334,5.79,46,9602,38,1299.92,10.61,6.68,15.49,19.57,20.9,30.93,2.49,2025-07-27 12:00:00,OpenWeather,2025-07-27,Good
2025-07-28 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clouds,few clouds,801,15.03,13.98,14,27,996,66,1005,1013,6.5,132,2.34,80,8626,35,881.92,0.9,58.36,79.57,14.01,16.45,20.07,2.34,2025-07-28 12:00:00,OpenWeather,2025-07-28,Good
2025-07-29 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,19.25,20.66,14,27,1017,59,1017,1004,7.14,118,5.48,84,9674,68,914.28,8.44,14.59,43.61,17.52,38.08,55.22,6.02,2025-07-29 12:00:00,OpenWeather,2025-07-29,Satisfactory
2025-07-30 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,17.6,18.47,14,27,1016,59,1019,1011,6.56,203,6.87,80,7416,35,856.32,16.0,35.87,41.36,28.43,17.15,23.84,1.85,2025-07-30 12:00:00,OpenWeather,2025-07-30,Good
2025-07-31 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Thunderstorm,thunderstorm,211,17.1,17.5,14,27,997,60,1014,992,0.96,88,8.64,79,5975,39,1127.91,3.57,22.45,64.97,5.85,18.72,28.08,11.02,2025-07-31 12:00:00,OpenWeather,2025-07-31,Good
2025-08-01 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,20.24,19.87,16,29,996,54,1018,1005,5.17,50,10.74,94,6045,49,415.68,7.23,31.3,52.19,11.97,23.03,28.33,7.94,2025-08-01 12:00:00,OpenWeather,2025-08-01,Good
2025-08-02 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Thunderstorm,thunderstorm,211,18.13,19.34,16,29,1010,57,1006,1006,5.28,234,7.55,94,5629,28,820.94,9.46,30.09,42.83,28.59,15.12,21.02,3.37,2025-08-02 12:00:00,OpenWeather,2025-08-02,Good
2025-08-03 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clouds,few clouds,801,27.54,29.45,16,29,1002,72,1018,1008,3.01,22,7.02,76,6702,28,1467.02,9.54,58.58,55.07,7.12,12.32,14.78,6.25,2025-08-03 12:00:00,OpenWeather,2025-08-03,Good
2025-08-04 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Thunderstorm,thunderstorm,211,18.66,19.37,16,29,997,60,1001,991,2.5,141,6.2,85,9798,62,1367.17,3.71,47.6,72.82,3.44,34.1,46.72,2.85,2025-08-04 12:00:00,OpenWeather,2025-08-04,Satisfactory
2025-08-05 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clouds,few clouds,801,28.91,29.55,16,29,1001,72,1017,1010,3.2,286,6.55,75,6327,42,1064.61,1.41,49.36,64.93,10.29,24.36,37.76,2.32,2025-08-05 12:00:00,OpenWeather,2025-08-05,Good
2025-08-06 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,27.5,27.71,16,29,998,50,1006,1010,7.81,189,9.69,78,9949,47,372.2,9.48,19.13,73.36,20.11,21.62,30.27,11.1,2025-08-06 12:00:00,OpenWeather,2025-08-06,Good
2025-08-07 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clouds,few clouds,801,20.27,22.03,16,29,1013,65,1010,1001,0.83,298,2.82,23,6420,66,521.06,5.56,58.37,41.03,11.43,33.66,48.13,8.18,2025-08-07 12:00:00,OpenWeather,2025-08-07,Satisfactory
2025-08-08 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Thunderstorm,thunderstorm,211,27.12,25.63,16,29,1024,75,1010,1002,4.21,301,7.07,77,4390,25,1281.58,7.02,54.98,41.69,27.82,11.5,14.26,4.92,2025-08-08 12:00:00,OpenWeather,2025-08-08,Good
2025-08-09 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,25.07,23.8,16,29,1009,74,1020,998,3.51,110,10.25,83,8386,30,1034.0,8.25,44.15,11.43,27.06,14.1,17.06,14.84,2025-08-09 12:00:00,OpenWeather,2025-08-09,Good
2025-08-10 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Thunderstorm,thunderstorm,211,23.13,22.39,16,29,1016,60,1008,1007,5.04,253,9.73,72,4458,27,259.63,12.71,53.9,23.84,25.81,14.85,19.6,1.05,2025-08-10 12:00:00,OpenWeather,2025-08-10,Good
2025-08-11 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,19.24,18.05,16,29,1004,61,1005,1004,3.07,6,4.75,78,9143,42,1013.06,4.64,43.1,35.9,26.11,20.16,27.22,8.66,2025-08-11 12:00:00,OpenWeather,2025-08-11,Good
2025-08-12 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,28.9,27.41,16,29,1001,70,1019,995,6.76,69,7.0,70,8618,51,715.12,5.56,38.91,41.91,20.2,29.58,37.57,13.21,2025-08-12 12:00:00,OpenWeather,2025-08-12,Satisfactory
2025-08-13 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clouds,few clouds,801,27.23,28.35,16,29,1020,63,1012,1005,6.23,324,3.46,53,9741,36,1131.22,12.27,53.04,31.86,3.59,18.36,29.01,4.17,2025-08-13 12:00:00,OpenWeather,2025-08-13,Good
2025-08-14 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Thunderstorm,thunderstorm,211,26.2,24.26,16,29,1007,60,1002,995,4.08,112,2.06,81,6566,21,1163.1,15.64,14.0,11.78,18.56,9.66,15.17,2.26,2025-08-14 12:00:00,OpenWeather,2025-08-14,Good
2025-08-15 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clouds,few clouds,801,16.53,15.88,16,29,997,56,1016,1013,3.31,177,4.23,48,8490,68,1399.58,7.12,35.83,12.06,8.18,36.04,50.82,1.31,2025-08-15 12:00:00,OpenWeather,2025-08-15,Satisfactory
2025-08-16 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Thunderstorm,thunderstorm,211,26.77,28.0,16,29,1003,63,1009,1009,4.8,272,6.86,91,5616,25,750.07,2.68,46.92,14.87,24.92,12.5,16.25,14.69,2025-08-16 12:00:00,OpenWeather,2025-08-16,Good
2025-08-17 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clouds,few clouds,801,26.52,25.82,16,29,1025,52,1005,1014,1.4,234,10.95,88,8614,25,1014.4,3.3,22.83,26.14,28.99,13.25,17.36,11.41,2025-08-17 12:00:00,OpenWeather,2025-08-17,Good
2025-08-18 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,26.79,28.75,16,29,1000,60,1018,996,7.85,72,11.74,97,9967,66,1161.12,3.91,43.14,44.05,18.73,33.66,41.4,12.38,2025-08-18 12:00:00,OpenWeather,2025-08-18,Satisfactory
2025-08-19 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,22.25,23.5,16,29,1005,70,1008,1014,7.23,96,9.66,76,8588,34,1167.7,8.18,58.02,61.01,18.11,17.34,22.37,9.71,2025-08-19 12:00:00,OpenWeather,2025-08-19,Good
2025-08-20 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clouds,few clouds,801,21.76,20.17,16,29,997,67,1016,1015,1.84,46,1.72,42,7366,28,553.2,3.43,15.41,39.33,24.23,12.6,16.76,5.35,2025-08-20 12:00:00,OpenWeather,2025-08-20,Good
2025-08-21 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clouds,few clouds,801,23.09,24.45,16,29,1017,55,1011,1015,0.59,20,1.25,81,6343,45,425.46,8.86,26.12,28.86,23.82,19.8,24.75,9.32,2025-08-21 12:00:00,OpenWeather,2025-08-21,Good
2025-08-22 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,19.57,19.62,16,29,1022,52,1008,999,1.15,266,11.31,88,6719,41,366.61,5.55,38.75,71.46,16.86,18.45,22.88,8.91,2025-08-22 12:00:00,OpenWeather,2025-08-22,Good
2025-08-23 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Mist,mist,701,25.73,27.29,16,29,1002,61,1020,1010,5.32,47,5.78,71,1433,47,1435.34,1.04,7.95,59.28,15.35,28.2,44.84,11.71,2025-08-23 12:00:00,OpenWeather,2025-08-23,Good
2025-08-24 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,16.44,16.12,16,29,1022,61,1018,1001,7.2,238,7.45,90,8427,21,363.86,15.99,5.59,25.4,17.42,8.61,12.91,3.73,2025-08-24 12:00:00,OpenWeather,2025-08-24,Good
2025-08-25 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clouds,few clouds,801,17.45,16.96,16,29,1007,63,1003,1005,0.86,262,3.75,48,9040,62,608.89,12.3,37.88,64.53,23.38,37.2,48.36,4.32,2025-08-25 12:00:00,OpenWeather,2025-08-25,Satisfactory
2025-08-26 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clouds,few clouds,801,25.48,24.78,16,29,996,54,1002,997,7.7,251,6.1,40,9886,67,302.49,15.47,50.77,46.96,13.36,34.17,43.4,13.48,2025-08-26 12:00:00,OpenWeather,2025-08-26,Satisfactory
2025-08-27 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Mist,mist,701,22.67,24.03,16,29,1000,67,1013,996,2.07,235,5.27,97,3057,60,429.69,15.1,27.87,33.66,10.76,30.6,45.29,5.2,2025-08-27 12:00:00,OpenWeather,2025-08-27,Satisfactory
2025-08-28 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,18.68,18.93,16,29,1015,60,1000,996,4.05,0,5.86,94,8729,67,1382.79,19.44,51.98,41.84,5.57,27.47,42.58,6.29,2025-08-28 12:00:00,OpenWeather,2025-08-28,Satisfactory
2025-08-29 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,19.97,19.41,16,29,1016,59,1014,1009,7.03,31,11.29,68,8287,45,534.3,18.65,7.82,20.24,8.34,22.95,35.34,6.44,2025-08-29 12:00:00,OpenWeather,2025-08-29,Good
2025-08-30 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Mist,mist,701,22.17,21.97,16,29,1011,51,1010,1000,7.95,167,8.35,93,3181,49,328.01,0.6,45.48,34.57,12.39,28.91,42.5,11.45,2025-08-30 12:00:00,OpenWeather,2025-08-30,Good
2025-08-31 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Thunderstorm,thunderstorm,211,18.98,18.75,16,29,1025,62,1009,993,6.73,83,1.91,72,9754,30,1472.13,1.99,59.13,29.56,13.84,16.5,21.78,2.43,2025-08-31 12:00:00,OpenWeather,2025-08-31,Good
2025-09-01 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clear,clear sky,800,24.9,26.45,18,32,1001,46,1014,1007,3.7,84,2.97,0,8707,44,923.55,12.27,10.66,72.67,17.96,19.36,30.78,7.5,2025-09-01 12:00:00,OpenWeather,2025-09-01,Good
2025-09-02 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,28.22,29.0,18,32,1004,53,1013,995,5.01,284,3.89,95,4582,55,746.5,8.71,16.89,41.37,22.95,26.4,42.24,12.9,2025-09-02 12:00:00,OpenWeather,2025-09-02,Satisfactory
2025-09-03 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clear,clear sky,800,23.4,21.5,18,32,1025,67,1011,996,3.88,257,1.47,2,7470,60,322.93,17.02,34.85,23.79,17.54,34.2,48.22,10.41,2025-09-03 12:00:00,OpenWeather,2025-09-03,Satisfactory
2025-09-04 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Thunderstorm,thunderstorm,211,23.55,24.86,18,32,1007,58,1014,998,0.97,15,7.63,94,4356,74,1325.04,16.94,38.3,37.74,27.21,32.56,48.19,13.63,2025-09-04 12:00:00,OpenWeather,2025-09-04,Satisfactory
2025-09-05 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,30.71,30.42,18,32,999,60,1001,1004,7.57,194,2.56,98,6078,43,1366.1,12.35,26.3,24.25,6.24,25.37,35.01,13.55,2025-09-05 12:00:00,OpenWeather,2025-09-05,Good
2025-09-06 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clouds,few clouds,801,21.4,19.44,18,32,1004,49,1015,992,2.92,162,1.03,33,4707,35,907.87,4.01,30.73,37.51,25.3,18.9,24.0,3.88,2025-09-06 12:00:00,OpenWeather,2025-09-06,Good
2025-09-07 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clear,clear sky,800,31.56,33.18,18,32,1024,46,1009,1003,2.27,234,10.14,13,8317,62,1484.69,9.21,49.41,39.99,5.89,26.66,40.52,7.54,2025-09-07 12:00:00,OpenWeather,2025-09-07,Satisfactory
2025-09-08 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,19.77,18.29,18,32,1018,51,1020,1015,6.07,181,5.55,74,4563,62,690.12,15.24,58.16,72.6,16.54,35.96,52.5,8.21,2025-09-08 12:00:00,OpenWeather,2025-09-08,Satisfactory
2025-09-09 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,25.48,26.76,18,32,1024,53,1015,1008,6.31,17,3.68,84,6951,55,1245.4,13.3,6.97,56.53,8.74,31.35,42.01,9.48,2025-09-09 12:00:00,OpenWeather,2025-09-09,Satisfactory
2025-09-10 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,23.83,25.24,18,32,999,67,1011,992,3.09,174,9.12,88,4918,70,1441.29,8.39,24.21,45.21,5.19,38.5,55.82,13.63,2025-09-10 12:00:00,OpenWeather,2025-09-10,Satisfactory
2025-09-11 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clouds,few clouds,801,20.6,19.45,18,32,1003,67,1007,997,5.97,48,3.9,88,8504,37,277.8,9.73,55.13,31.95,4.89,16.65,22.14,3.1,2025-09-11 12:00:00,OpenWeather,2025-09-11,Good
2025-09-12 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Thunderstorm,thunderstorm,211,28.93,28.91,18,32,1013,70,1003,1012,1.57,84,3.76,74,7233,32,1468.35,17.71,39.6,13.6,24.03,13.12,17.97,2.85,2025-09-12 12:00:00,OpenWeather,2025-09-12,Good
2025-09-13 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clouds,few clouds,801,19.56,19.97,18,32,1019,63,1018,992,1.29,294,10.94,72,9640,78,970.18,8.96,21.09,65.66,13.44,38.22,59.24,10.7,2025-09-13 12:00:00,OpenWeather,2025-09-13,Satisfactory
2025-09-14 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Thunderstorm,thunderstorm,211,21.57,19.62,18,32,1020,52,1008,1013,2.87,283,1.8,85,4808,80,785.62,4.13,33.82,25.61,2.3,33.6,51.41,13.47,2025-09-14 12:00:00,OpenWeather,2025-09-14,Satisfactory
2025-09-15 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Thunderstorm,thunderstorm,211,31.63,32.13,18,32,1017,47,1018,1006,2.23,292,1.68,81,4218,48,904.51,10.25,56.54,43.56,16.81,25.92,41.21,14.18,2025-09-15 12:00:00,OpenWeather,2025-09-15,Good
2025-09-16 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Thunderstorm,thunderstorm,211,20.32,19.58,18,32,1000,64,1017,996,5.44,209,8.52,70,7611,36,385.12,11.14,13.9,35.02,17.35,18.72,23.4,2.02,2025-09-16 12:00:00,OpenWeather,2025-09-16,Good
2025-09-17 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clouds,few clouds,801,28.63,30.57,18,32,997,52,1007,992,6.64,283,9.1,68,6860,43,1367.67,10.55,48.59,35.7,17.61,18.06,23.48,8.4,2025-09-17 12:00:00,OpenWeather,2025-09-17,Good
2025-09-18 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clear,clear sky,800,21.38,22.09,18,32,1025,52,1016,999,4.1,311,6.62,1,4230,57,516.45,8.31,51.06,33.3,2.22,23.94,37.35,6.24,2025-09-18 12:00:00,OpenWeather,2025-09-18,Satisfactory
2025-09-19 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,18.92,17.18,18,32,1021,64,1020,991,1.31,234,2.09,74,9244,37,1259.75,9.19,47.0,43.26,11.86,14.8,23.09,12.81,2025-09-19 12:00:00,OpenWeather,2025-09-19,Good
2025-09-20 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clear,clear sky,800,26.67,25.09,18,32,1013,49,1010,1004,5.3,99,11.28,14,4221,36,652.74,5.89,8.23,39.45,29.73,15.48,21.67,4.16,2025-09-20 12:00:00,OpenWeather,2025-09-20,Good
2025-09-21 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,28.17,27.06,18,32,1009,55,1013,994,0.63,224,4.82,80,5982,59,1196.17,12.57,21.11,75.17,3.99,34.22,45.17,8.87,2025-09-21 12:00:00,OpenWeather,2025-09-21,Satisfactory
2025-09-22 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Thunderstorm,thunderstorm,211,31.07,29.6,18,32,1022,55,1008,1015,6.86,116,2.44,72,6469,52,739.13,5.74,14.84,34.76,8.22,26.52,38.45,4.09,2025-09-22 12:00:00,OpenWeather,2025-09-22,Satisfactory
2025-09-23 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clear,clear sky,800,29.29,27.5,18,32,1025,61,1008,1006,6.96,162,2.28,13,6419,65,948.67,4.07,11.73,60.89,26.27,26.65,38.11,6.85,2025-09-23 12:00:00,OpenWeather,2025-09-23,Satisfactory
2025-09-24 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Thunderstorm,thunderstorm,211,24.2,24.95,18,32,1012,65,1016,992,5.92,318,6.48,80,5711,64,244.13,7.66,23.54,16.24,20.15,35.2,51.04,12.41,2025-09-24 12:00:00,OpenWeather,2025-09-24,Satisfactory
2025-09-25 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,28.43,28.84,18,32,1003,62,1018,1001,2.81,33,2.91,69,7225,39,1354.6,2.41,31.43,67.63,7.24,15.6,23.4,10.46,2025-09-25 12:00:00,OpenWeather,2025-09-25,Good
2025-09-26 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,22.95,21.36,18,32,1020,68,1017,1003,7.01,92,4.27,97,9655,40,692.64,9.37,50.49,15.01,12.97,22.8,35.57,1.64,2025-09-26 12:00:00,OpenWeather,2025-09-26,Good
2025-09-27 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Thunderstorm,thunderstorm,211,24.85,22.92,18,32,1012,56,1019,1009,4.44,305,4.02,71,7221,44,740.07,14.62,15.95,55.47,29.11,18.92,26.3,12.62,2025-09-27 12:00:00,OpenWeather,2025-09-27,Good
2025-09-28 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clear,clear sky,800,19.79,18.88,18,32,1005,58,1010,1003,1.7,100,11.3,9,8308,46,951.71,2.87,29.34,79.18,9.74,26.68,38.69,14.26,2025-09-28 12:00:00,OpenWeather,2025-09-28,Good
2025-09-29 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Thunderstorm,thunderstorm,211,25.49,23.69,18,32,1019,51,1019,1003,5.01,251,6.96,92,5838,57,851.14,14.89,49.44,73.83,25.77,27.93,44.13,1.14,2025-09-29 12:00:00,OpenWeather,2025-09-29,Satisfactory
2025-09-30 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Rain,light rain,500,31.41,33.09,18,32,997,68,1016,990,3.61,46,9.47,75,5784,32,635.4,14.54,8.37,26.28,20.33,16.96,23.07,1.08,2025-09-30 12:00:00,OpenWeather,2025-09-30,Good
2025-10-01 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clear,clear sky,800,28.47,28.56,20,34,1023,57,1012,1014,4.34,294,1.98,6,6536,63,910.36,4.41,39.73,16.06,21.64,25.83,32.8,1.89,2025-10-01 12:00:00,OpenWeather,2025-10-01,Satisfactory
2025-10-02 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clear,clear sky,800,26.34,25.99,20,34,1017,61,1019,1008,0.92,107,1.02,6,9347,60,1050.86,12.68,16.79,77.9,2.46,33.0,43.23,12.1,2025-10-02 12:00:00,OpenWeather,2025-10-02,Satisfactory
2025-10-03 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clear,clear sky,800,33.84,33.66,20,34,1007,54,1004,1014,1.24,354,3.43,1,8814,41,212.96,16.68,23.78,58.89,26.04,21.32,28.57,14.32,2025-10-03 12:00:00,OpenWeather,2025-10-03,Good
2025-10-04 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clear,clear sky,800,28.38,28.16,20,34,995,46,1013,998,7.11,348,3.85,15,4622,90,520.95,8.0,25.51,61.11,22.92,39.6,59.0,3.4,2025-10-04 12:00:00,OpenWeather,2025-10-04,Satisfactory
2025-10-05 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Haze,haze,721,31.41,30.93,20,34,1013,51,1013,1002,4.27,239,1.32,79,3989,71,1094.25,9.01,13.63,65.31,21.74,36.92,57.6,10.41,2025-10-05 12:00:00,OpenWeather,2025-10-05,Satisfactory
2025-10-06 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Haze,haze,721,23.32,23.0,20,34,997,50,1004,999,6.62,130,8.9,82,2050,51,908.79,14.03,37.8,40.14,26.92,23.97,33.32,4.45,2025-10-06 12:00:00,OpenWeather,2025-10-06,Satisfactory
2025-10-07 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clear,clear sky,800,20.12,19.63,20,34,1009,51,1019,1003,2.09,89,7.31,12,4829,43,1027.26,15.04,23.49,67.88,14.45,18.92,26.87,2.35,2025-10-07 12:00:00,OpenWeather,2025-10-07,Good
2025-10-08 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Haze,haze,721,27.63,27.57,20,34,1003,51,1017,1010,5.85,144,4.48,93,1287,63,1185.44,19.82,51.88,20.95,14.47,31.5,41.58,6.65,2025-10-08 12:00:00,OpenWeather,2025-10-08,Satisfactory
2025-10-09 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clear,clear sky,800,24.84,25.57,20,34,1011,67,1001,991,6.06,335,10.82,10,5438,58,1068.94,19.7,56.57,28.57,24.89,29.58,39.93,8.89,2025-10-09 12:00:00,OpenWeather,2025-10-09,Satisfactory
2025-10-10 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clouds,few clouds,801,23.67,23.04,20,34,1021,53,1002,995,1.66,262,2.28,76,6668,55,1413.12,6.78,26.38,48.66,13.2,31.9,39.56,4.79,2025-10-10 12:00:00,OpenWeather,2025-10-10,Satisfactory
2025-10-11 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clear,clear sky,800,21.11,22.17,20,34,999,52,1011,1001,5.64,58,1.74,8,7575,86,825.71,15.24,32.77,67.56,22.83,47.3,58.65,14.49,2025-10-11 12:00:00,OpenWeather,2025-10-11,Satisfactory
2025-10-12 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clouds,few clouds,801,27.47,29.07,20,34,1013,63,1008,996,4.41,108,5.98,47,9015,89,1392.16,5.93,29.28,31.7,24.71,40.94,59.36,3.7,2025-10-12 12:00:00,OpenWeather,2025-10-12,Satisfactory
2025-10-13 12:00:00,India,IN,Karnataka,KA,Bengaluru,1277333,12.9716,77.5946,Clouds,few clouds,801,27.34,26.07,20,34,995,51,1013,997,4.24,238,5.99,22,7027,67,1340.13,5.38,26.43,53.02,9.78,32.83,51.54,4.42,2025-10-13 12:00:00,OpenWeather,2025-10-13,Satisfactory
